num,keywords,_description,year,_date,Artstor Classification[35275],Work Type[35276],Repository[35277],id,Creation/Discovery Site[35280],Country[35284],_source,Source[35288]
3895350,Citadel,"Citadel, interior, NW tower, blocked window|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b79~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895349,Citadel,"Citadel, interior, NW Tower doorway|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b78~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895348,Citadel,"Citadel, interior, NW tower, doorway|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b77~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895347,Tower 19,Tower 19|Tower 19,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b7~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895346,Citadel,"Citadel, exterior, n. gate|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b68~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895345,Citadel,"Citadel, exterior, cut in bedrock near n. gate|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b67~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3895344,Citadel,"Citadel, SE Tower and cliff|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b66~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895343,Citadel,"NW corner of Citadel and Military Temple|Citadel, Military Temple            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b64~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895342,CItadel,"CItadel, exterior, NW corner|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b62a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895341,Tower 2,N. postern gate near Tower 2|Tower of Archers,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b60~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895340,Rampart,"Rampart from top of Main Gate (Palmyrene Gate), looking north|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b6~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3895339,Tower 2,N. postern gate near Tower 2|Tower of Archers,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b59~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895338,Tower 2,Tower of Archers (Tower 2) from the city (SE)|Tower of Archers,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b58~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895337,Tower 1,"Tower 1, interior|Tower 1",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b56~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895336,Discovery,Discovery of Iarhibol altar in Temple of Bel at entrance of Tower 1|Temple of Bel/Palmyrene Gods,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b54~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895335,Temple,"Temple of Bel, s. wall of Room K abutting against tower 1|Temple of Bel/Palmyrene Gods",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b53~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3895334,Temple,"Temple of Bel, n. wall of Room K abutting against Tower 1|Temple of Bel/Palmyrene Gods",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b52~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895333,Temple,"Temple of Bel, looking NE from pronaos doorway|Temple of Bel/Palmyrene Gods            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b51~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895332,Temple,"Temple of Bel, pronaos columns at left, looking n. toward aedicula|Temple of Bel/Palmyrene Gods            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b50~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895331,Wall,"Wall on S. wadi, towers overhanging s. ravine|S. Wadi, Towers 6,7,8,9,11,12,13",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b5~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895330,Temple,Temple of Bel looking w. across court with Tower 1 and doorway to pronaos|Temple of Bel/Palmyrene Gods,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b48~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895329,Main,"Main Gate (Palmyrene Gate), SE Tower, building outside gate|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b47~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895328,Large,"Large Storage jar as found at Main Gate (Palmyrene Gate), SE Tower, ground level|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b46~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895327,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, upper level door s. to wall|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b45~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895326,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), NE Tower, crosswall of mudbrick|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b44~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895325,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SW Tower, window in w. face|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b43~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895324,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, beams of upper flooring|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b42~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895323,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, upper level floor beams|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b41~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895322,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, upper level|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b40~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895321,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SW Tower looking toward NW corner, window in w. face, upper level|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b39~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895320,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), NW tower, upper level|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b38~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895319,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SW Tower, supporting pier for flight of steps|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b37~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895318,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SW tower interior, steps|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b36~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895317,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SW tower from SE|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b35~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895316,L8,L8 House from top of Palmyrene Gate|L8,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b33~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895315,View,View of Main Gate (Palmyrene Gate) from NW|Main Gate (Palmyrene Gate)            ,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b320~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895314,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE tower, upper level|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b32~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895313,Ceramics,Ceramics jar handle with inscription Ilalue            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b319~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895312,Ceramics,Ceramics Roman lamps            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b318~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895311,Ceramics,Ceramics 3 vases,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b317~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895310,Ceramics,Ceramics lamps            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b316~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895309,Glass,Glass fragments            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b315~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895308,Ceramics,Ceramics lamps            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b314~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895307,Ceramics,Ceramics fragments            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b312~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895306,Ceramics,Ceramics fragments            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b311~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895305,Main,"Main Gate (Palmyrene Gate), plaster steps, foot of n. tower, city side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b31~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895304,Ceramics,"Ceramics, horse and swastika stamp, lamp and fragments            ",1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b309~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895303,Jar,3 jars,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b308~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895302,Parthian,Parthian type lamps            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b307~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895301,Fragments,Fragments (ceramics)            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b306~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895300,Fragments,Fragments (ceramics)            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b305~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895299,Ceramics,Ceramics            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b304~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895298,Weights,"Weights, spindle wheels (?)            ",1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b303~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895297,Ceramics,Ceramics cover fragments            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b302~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895296,Ceramics,Ceramics dishes            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b301~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895295,Ceramics,Ceramics and wooden combs            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b300b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895294,Ceramics,Ceramics and wooden combs            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b300a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895293,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), e. end of passage and altar|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-ds30~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895292,Ceramics,"Ceramics, crude vase            ",1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b299~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895291,Citadel,"Citadel, excavations just outside NW corner|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b298~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895290,Citadel,"Citadel, N wall|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b297~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895289,Citadel,"Citadel, SW Tower, south niche|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b296~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895288,Fortifications,"Fortifications, city wall, break NW of Citadel|NW of Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b294~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895287,Citadel,"Citadel, SW Tower, top of south niche|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b293~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895286,Citadel,"Citadel, interior, looking toward NW corner from break in west wall|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b292~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895285,Fortifications,"Fortifications, city wall, break NW of Citadel|NW of Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b291~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895284,Citadel,"Citadel, NW Tower|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b289~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895283,Fortifications,"Fortifications, city wall, break NW of Citadel|NW of Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b288~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895282,Fortifications,"Fortifications, city wall, break NW of Citadel|NW of Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b287~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895281,Citadel,"Citadel, first day of work|Citadel            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b286~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895280,Roman,Roman jars from Roman Garrison|Temple of Archers/Military Temple            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b284~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895279,Faience,"Faience vase, broken, from Temple of Archers|Temple of Archers/Military Temple            ",1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b282~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895278,Temple,"Temple of Archers, altar with inscription|Temple of Archers/Military Temple            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b281~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895277,Temple,"Temple of Archers, beginning of excavations|Temple of Archers/Military Temple            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b280~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895276,Main,"Main Gate (Palmyrene Gate), springing of central arch, n. side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b28~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895275,Temple,"Temple of Archers, general view|Temple of Archers/Military Temple            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b278~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895274,Jar,Jar|house west of Temple of the Archers/Military Temple            ,1928,Date of Photography 1928-1929,"Architecture and City Planning|Decorative Arts, Utilitarian Objects and Interior Design",,Yale University Art Gallery,dura-b277~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895273,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), altar - South side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b276~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895272,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), S wall, inscription (D31)|Main Gate (Palmyrene Gate)",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b275~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895271,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), inscription, N wall|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b274~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895270,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, floor fallen in|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b273~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895269,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), altar|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b272~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895268,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), SE Tower, floor fallen in|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b271~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895267,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), NE Tower, outside stairway|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270f~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895266,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), Inscription Adaios on wall, N side between central and desert arch|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270e~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895265,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), altars on South side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270d~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895264,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), hole for door bar|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270c~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895263,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), South Tower viewed from above|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895262,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), hole for door bar N side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895261,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), hole for door bar, N side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b270~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3895260,"Main Gate, Palmyrene","Main Gate (Palmyrene Gate), altar on s. side|Main Gate (Palmyrene Gate)            ",1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b27~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3895259,Bronze,Bronze swastika with inscription|Main Gate (Palmyrene Gate)            ,1928,Date of Photography 1928-1929,Architecture and City Planning,,Yale University Art Gallery,dura-b269~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
