num,keywords,_description,year,_date,Artstor Classification[35275],Work Type[35276],Repository[35277],id,Creation/Discovery Site[35280],Country[35284],_source,Source[35288]
3916960,Plaster,Plaster fragments and drawings; inscription #501 DOPKAC|Temple of Azzanathkona,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e77~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,_organization
3916959,Gypsum,Gypsum inscription (part of #556) from e7|Praetorium,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e73~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916958,Altar,"Altar from g1, b court with inscription CUN / THEO (#404)|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e59b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916957,Altar,"Altar from g1, b court with inscription KURI / LLA (#404)|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e59a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916956,Chemin,"Chemin de Ronde, curtain 14-15|SW angle",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e31~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916955,View,"View of SW angle of Tower 14 after excavating, through Sanctuary of Aphlad.|Tower 14, Temple of Aphlad",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e26~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916954,Plan,"Plan of excavation of block g2|Private houses, shops",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e16~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3916953,Plan,"Plan of excavations at g1|Private houses, shops",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e14b~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3916952,Figures,"Figures of animals cow, lion, horse|Private houses            ",1931,Date of Photography 1931-1932,Architecture and City Planning|Sculpture and Installations,,Yale University Art Gallery,dura-e116~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3916210,Graffito,"Graffito of 2 men and inscription (#426), drawing|Temple of Aphlad/private house",1931,Date of Photography 1931-1932 or 1932-1933,Architecture and City Planning,,Yale University Art Gallery,dura-e357~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo broken,Data from Yale University
3916209,Arch,Arch in Christian baptistry|Christian Building            ,1931,Date of Photography 1931-1932 or 1932-1933,Architecture and City Planning,,Yale University Art Gallery,dura-e313~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3916208,Christian,"Christian baptistry, S side, W end, borders of paintings at doorway, above, remains of Paradise scene|Christian Building            ",1931,Date of Photography 1931-1932 or 1932-1933,Architecture and City Planning,,Yale University Art Gallery,dura-e312~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3916207,Graffito/inscription,"Graffito/inscription (#506), with many names|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e193~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896834,Plaster,Plaster Parthian head            ,1931,Date of Photography 1931-1932,Architecture and City Planning|Sculpture and Installations,,Yale University Art Gallery,dura-e99~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896833,Terra,Terra cotta head|SW angle            ,1931,Date of Photography 1931-1932,Architecture and City Planning|Sculpture and Installations,,Yale University Art Gallery,dura-e98~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896832,Bust,Bust of a man|Center of Agora            ,1931,Date of Photography 1931-1932,Architecture and City Planning|Sculpture and Installations,,Yale University Art Gallery,dura-e97~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896831,Parthian,"Parthian head of a man|Private house, shop            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e96~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type film negative|Condition of photo intact,Data from Yale University
3896830,Relief,"Relief of Herakles|Private house, shop            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e95~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896829,Gypsum,Gypsum torso of a man|Private house            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e94~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896828,Draped,"Draped statue of child, lower half|Private house, shop            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e92~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896827,Draped,"Draped statue|Private house, shop            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e91~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896826,Dipinto,Dipinto of boar hunt|Temple of Azzanathkona            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e90~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896825,Plan,Plan of Praetorium|Praetorium            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e9~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896824,Ink,"Ink graffito, lion hunt with inscription|Temple of Azzanathkona            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e89~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896823,Graffito,Graffito to right of dipinto of bird cult (#440)|Temple of Aphlad,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e88~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896822,Fresco,"Fresco of Bird cult, close up|Temple of Aphlad            ",1931,Date of Photography 1931-1932,Architecture and City Planning|Paintings,,Yale University Art Gallery,dura-e87b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896821,Fresco,"Fresco of Bird cult, view of wall|Temple of Aphlad            ",1931,Date of Photography 1931-1932,Architecture and City Planning|Paintings,,Yale University Art Gallery,dura-e87a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896820,Ink,"Ink graffito, cult scene, E wall, Temple of Azzanathkona|Temple of Azzanathkona            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e86b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896819,Ink,"Ink graffito, cult scene, E wall, Temple of Azzanathkona|Temple of Azzanathkona            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e86a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896818,Sassanian,"Sassanian fresco, reconstruction of main figure|House of Frescoes            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e85~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896817,Sassanian,Sassanian fresco reconstruction/line drawing|House of Frescoes            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e84~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896816,Sassanian,"Sassanian fresco, detail|House of Frescoes            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e83~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896815,Sassanian,"Sassanian fresco, detail|House of Frescoes            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e82~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896814,Sassanian,"Sassanian fresco, detail|House of Frescoes            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e81~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896813,Sassanian,Sassanian fresco|House of Frescoes            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e80~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896812,Plan,Plan of Temple of Bel|Temple of Bel/Palmyrene Gods            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e8~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896811,Copy,"Copy of fragments of fresco from SW angle, Temple of Aphlad|Temple of Aphlad            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e79~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negaive|Condition of photo intact,Data from Yale University
3896810,Copy,"Copy of frescoes from SW Angle, Temple of Aphlad|Temple of Aphlad            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e78~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896809,Grafitto,Grafitto #449|Praetorium,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e76~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896808,Painted,Painted inscription (#396) from outside Tower 14|Tower 14,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e75~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896807,Painted,"Painted inscription from e7, 8 and 9 (#560) SPQ|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e74~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896806,Inscription,Inscription of III Cyrenean Legion (#557)|Praetorium,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e72~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896805,Inscription,"Inscription of Barnabous (#453) from Temple of Azzanathkona, d8|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e71~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896804,Inscription,Inscription of Heliodorus (#468)|Temple of Azzanathkona,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e70~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896803,Plan,Plan of Temple of Bel|Temple of Bel/Palmyrene Gods            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e7~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896802,Plan,Plan of palace of redoubt|Redoubt            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e6b~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896801,Plan,Plan of palace of redoubt|Redoubt            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e6a~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896800,Inscription,"Inscription from e7, w9 (#504)|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e69~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896799,Inscription,"Inscription from naos 1, SW angle (#418)|SW angle",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e68~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896798,Inscription,"Inscription from pillar, e7, 2, praetorium to Geta (erased), part; #558|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e67~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896797,Inscription,"Inscription from pillar e7, 2, praetorium to Geta (erased), part; #558|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e66~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896796,Inscription,"Inscription from lintel of main door, Praetorium dedication to Caracalla, part (#556)|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e65~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896795,Inscription,"Inscription from lintel of main door, part, praetorium (#556)|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e64~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896794,Niches,"Niches in N wall of g3, 3|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e63~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896793,View,"View showing 2 periods in wall, Praetorium|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e62~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896792,Altar,"Altar from g1, b court with inscription DIA / BIOU (#404)|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e60b~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896791,Altar,"Altar from g1, b court with inscription EUTU / XIA (#404)|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e60a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896790,Altar,"Altar from g1, 28|Private house, shop",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e58~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896789,Doorway,Doorway to Building h3 in section b8|b8,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e57~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896788,Temple,"Temple of Azzanathkona, e7, w9, N side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e56~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896787,Temple,"Temple of Azzanathkona, e7, w9, N side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e55~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896786,Temple,"Temple of Azzanathkona, e7, w9, N side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e54~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896785,Temple,"Temple of Azzanathkona, e7, w9, N side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e53~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896784,Temple,"Temple of Azzanathkona, e7, w9 N side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e52~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896783,Temple,"Temple of Azzanathkona, e7, w9 S side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e50~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896782,Plan,Plan of palace redoubt|Redoubt            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e5~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type film negative|Condition of photo intact,Data from Yale University
3896781,Temple,"Temple of Azzanathkona, e7, w9 S side|Temple of Azzanathkona",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e49~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896780,Entrance,Entrance to Temple of Azzanathkona with inscription #468 to Heliodorus|Temple of Azzanathkona,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e47~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896779,Doorway,"Doorway 2/5 with grooves, Praetorium|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e46~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896778,Tribunal,"Tribunal, platform at E end|Praetorium            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e45~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896777,Excavations,"Excavations at e7, Praetorium, looking NW from street across court 1|Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e42~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896776,Mudbrick,"Mudbrick wall at e7 W, fortification/embankment? (or possibly rejoin (?) to circuit wall)|Temple of Azzanathkona; Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e41~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896775,Wadi,Wadi and Tower 3 between e7 and Tower 2 of Archers|Wadi and Tower 3 between e7 and Tower 2 of Archers,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e40~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896774,Fortification,"Fortification, city wall, curtain 14-15 near Tower 15|Fortification near Tower 15",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e4~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896773,General,General view of circuit wall N of e7|Circuit wall N of e7,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e39~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3896772,N Wadi,"N Wadi and Tower 3, W of e7|N. Wadi and Tower 3",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e38~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896771,View,View to W of praetorium area from e7|Temple of Azzanathkona; Praetorium,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e37~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896770,e7,e7 from SE|Temple of Azzanathkona; Praetorium,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e36~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896769,View,"View of e7 - praetorium area - from NW,  before excavations|Temple of Azzanathkona; Praetorium",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e35~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896768,Naos,"Naos 1 from NE, Temple of Aphlad|Temple of Aphlad",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e34a~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896767,Facade,Facade of naos 1 of Temple of Aphlad appearing during excavation|Temple of Aphlad,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e33~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896766,Embankment,Embankment at Tower 14 from E|Tower 14,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e32~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896765,Fortification,"Fortification, city wall, curtain 14-15 near Tower 15, crenellation|Fortification near Tower 15",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e30~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3896764,Beginning,Beginning of work            ,1930,Date of Photography 1930-1931,Architecture and City Planning,,Yale University Art Gallery,dura-e3~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896763,Fortification,"Fortification, city wall, curtain 14-15 near Tower 15|Fortificaiton near Tower 15",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e29~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3896762,Fortification,"Fortification, city wall, curtain 14-15, crenellations near Tower 15|Fortification near Tower 15",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e28~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896761,Fortification,"Fortification, city wall, curtain 14-15, crenellations near Tower 15|Fortification near Tower 15",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e27~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896760,Drain,"Drain in mudbrick wall near Tower 13, SW angle, embankment|SW angle",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e25~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3896759,Fill,"Fill of ashes, bricks and mud, SW angle, Tower 14 embankment|SW angle, Tower 14",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e24~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896758,Tower 14,"SW angle, Tower 14, E wall showing mudbrick|SW angle, Tower 14",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e23~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896757,Tower 14,"SW angle, Tower 14, S wall from outside|SW angle, Tower 14",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e22~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896756,Tower 14,"SW angle, Tower 14, N wall from within door to Chemin de Ronde|Tower 14",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e20~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type replacement negative|Condition of photo intact,Data from Yale University
3896755,Group,Group photo            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e2~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896754,Beginning,Beginning of work at SW angle looking west to embankment and Tower 14|SW angle,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e19~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896753,Redoubt,"Redoubt, room on E side|Redoubt            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e18~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896752,Plan,"Plan of excation of g2 and part of g4|Private houses, shops",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e17~01,Dura Europos (Salahiyeh),Syria,Image source plan/drawing/reconstruction|Image type glass negative|Condition of photo intact,Data from Yale University
3896751,Fresco,Fresco from Christian chapel of woman at well|Christian building            ,1931,Date of Photography 1931-1932,Architecture and City Planning|Paintings,,Yale University Art Gallery,dura-e169~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896750,Graffito,Graffito cult scene|Private house            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e168~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896749,Graffito,Graffito Palmyrene Gate|Private house            ,1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e167~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
3896748,Inscription/Graffito,"Inscription/Graffito, Magic|Private house            ",1931,Date of Photography 1931-1932,Architecture and City Planning,,Yale University Art Gallery,dura-e166~01,Dura Europos (Salahiyeh),Syria,Image source Dura field photo|Image type glass negative|Condition of photo intact,Data from Yale University
